dim_Order_ID,dim_Order_Date,dim_Order_Quantity,dim_Sales,dim_Discount,dim_Ship_Mode,dim_Customer_Name,dim_Region,dim_Product_Category,dim_Product_Sub_Category,dim_Product_Name,dim_Age,dim_Gender,dim_Store_type,dim_Payment_Mode,last_purchase_date,m_days_since_last_purchase,m_avg_basket_size,dim_Income,m_Total_spending,dim_Season,m_prefered_category,m_cross_channel_shopping,dim_campaign_name,m_cost,m_loyality_points,m_satisfaction_score,dim_repeat_customer
2700,18-03-2014,39,706.3925,0.06,Regular Air,Scot Coram,Ontario,Technology,Telephones and Communication,Accessory21,34,Male,Flagship store, Cash,15-03-2014,29,3,94730,16775.2625,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,17,8.8,1
2701,18-03-2014,24,154.99,0.07,Regular Air,Lena Radford,Ontario,Office Supplies,Appliances,Hoover Portapowerª Portable Vacuum,36,Male,Flagship store, E-wallet,17-02-2014,23,29,87820,5169.2175,Winter,Office Supplies,Yes,Cause Marketing Campaign,247.486618,5,9.1,1
2702,18-03-2014,32,115.78,0.07,Regular Air,Shahid Collister,Ontario,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,36,Male,Flagship store, Cash,11-02-2014,26,35,63221,11728.453,Summer,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,12,8.3,1
2703,18-03-2014,13,210.22,0,Regular Air,Shahid Collister,Ontario,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,36,Male,e-Shop, Cash,17-02-2014,26,29,63221,11728.453,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,12,8.3,1
2704,24-05-2014,2,250.7,0.03,Delivery Truck,Michelle Ellison,Ontario,Furniture,Chairs & Chairmats,Hon Valutaskª Swivel Chairs,32,Male,e-Shop,Debit Card,28-02-2014,28,85,89275,34308.89,Summer,Furniture,Yes,User-Generated Content Campaign,315.8348624,34,9.4,1
2705,11-07-2017,10,315.42,0.1,Regular Air,Maria Zettner,Ontario,Office Supplies,Paper,Xerox 197,71,Female,e-Shop, Cash,24-03-2014,26,1205,88755,19871.816,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,20,9.2,1
2706,16-06-2017,38,144.03,0.03,Regular Air,Patrick O'Donnell,Ontario,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,26,Male,Flagship store,Credit Card,24-10-2014,25,966,78884,13551.11,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,14,9,1
2707,16-06-2017,23,294.68,0.01,Regular Air,Michael Dominguez,Ontario,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,26,Male,TeleShop,Debit Card,06-02-2014,25,1226,63241,18670.6405,Winter,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,19,9.5,1
2708,16-06-2017,43,2378.82,0.02,Regular Air,Nathan Gelder,Ontario,Office Supplies,Binders and Binder Accessories,Ibico Laser Imprintable Binding System Covers,35,Male,Off_Store,Credit Card,19-01-2016,21,514,86931,14532.89,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,15,8.8,1
2709,30-01-2015,6,202.62,0.02,Express Air,Nathan Gelder,Ontario,Office Supplies,Paper,Xerox 1979,35,Male,e-Shop,Debit Card,20-02-2014,21,344,86931,14532.89,Summer,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,15,8.8,1
2710,30-01-2015,24,307.49,0.01,Regular Air,Patricia Hirasaki,Ontario,Furniture,Office Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,20,Male,Flagship store, Cash,15-09-2014,36,137,70747,2576.17,Winter,Furniture,Yes,Partnership Campaign,42.64504226,3,7.5,1
2711,11-12-2015,7,516.65,0.01,Express Air,Thea Hendricks,Atlantic,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,65,Male,e-Shop, E-wallet,12-02-2014,24,667,78992,7459.0475,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,7,8.8,0
2712,09-10-2017,5,89.335,0.06,Regular Air,Corey Catlett,Atlantic,Technology,Telephones and Communication,Accessory37,59,Male,Flagship store,Credit Card,11-05-2017,25,151,69074,16032.235,Spring,Office Supplies,Yes,Interactive Campaign,434.782767,16,9.1,0
2713,29-07-2017,39,158.46,0.06,Regular Air,Corey Catlett,Atlantic,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,59,Male,Flagship store, E-wallet,22-06-2016,25,402,69074,16032.235,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,16,9.1,1
2714,25-04-2014,31,7180.83,0.02,Delivery Truck,Corey Catlett,Atlantic,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",59,Male,TeleShop, Cash,23-01-2014,25,92,69074,16032.235,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,16,9.1,1
2715,01-12-2015,39,5748.2,0.09,Delivery Truck,Ed Jacobs,Atlantic,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,35,Female,Flagship store, E-wallet,26-12-2014,25,340,77887,13887.6725,Spring,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,14,8.3,0
2716,04-12-2014,2,21.44,0.02,Regular Air,Noel Staavos,Atlantic,Office Supplies,Paper,Xerox 1984,20,Male,e-Shop,Credit Card,24-02-2014,27,283,94561,59092.098,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,59,9.5,1
2717,26-08-2017,22,1559.7755,0.03,Regular Air,Keith Herrera,Atlantic,Technology,Telephones and Communication,Accessory4,52,Male,e-Shop, Cash,28-05-2014,27,1186,81625,11261.0755,Winter,Technology,Yes,Interactive Campaign,434.782767,11,8.3,0
2718,07-09-2014,7,1203.73,0.03,Regular Air,Carlos Meador,Atlantic,Office Supplies,Envelopes,Multimedia Mailers,56,Female,Flagship store, E-wallet,05-03-2014,25,186,74205,30735.367,Spring,Office Supplies,Yes,Interactive Campaign,434.782767,31,9.5,0
2719,21-12-2017,6,75.19,0.01,Regular Air,Carlos Meador,Atlantic,Office Supplies,Envelopes,"Peel & Seel¨ Recycled Catalog Envelopes, Brown",56,Female,Off_Store,Credit Card,28-07-2014,25,1242,74205,30735.367,Spring,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,31,9.5,1
2720,06-12-2014,30,8363.65,0.09,Delivery Truck,Corinna Mitchell,Atlantic,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",28,Female,TeleShop, E-wallet,08-06-2014,21,181,93692,14938.99,Rainy,Office Supplies,Yes,Partnership Campaign,42.64504226,15,8.3,1
2721,04-11-2014,46,303.62,0.02,Regular Air,Raymond Fair,Atlantic,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",75,Male,TeleShop, Cash,29-01-2014,33,279,66274,8270.075,Rainy,Office Supplies,Yes,Interactive Campaign,434.782767,8,9.1,0
2722,04-11-2014,34,334.66,0.05,Regular Air,Carlos Meador,Atlantic,Office Supplies,Pens & Art Supplies,Peel-Off¨ China Markers,56,Female,e-Shop,Debit Card,09-07-2014,25,118,74205,30735.367,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,31,9.5,1
2723,14-04-2016,35,1142.36,0.02,Regular Air,Karl Brown,Atlantic,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,75,Female,Off_Store, Cash,13-07-2015,29,276,70323,44992.831,Winter,Office Supplies,Yes,Product Launch Campaign,54.60111891,45,9.6,0
2724,04-10-2014,14,1379.3375,0.08,Regular Air,Natalie Webber,Atlantic,Technology,Telephones and Communication,i1000plus,26,Male,e-Shop,Debit Card,14-05-2014,23,143,99808,13564.495,Summer,Office Supplies,Yes,Interactive Campaign,434.782767,14,9.4,0
2725,04-10-2014,19,1825.42,0.06,Regular Air,Eric Barreto,Atlantic,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",18,Female,TeleShop, Cash,14-06-2014,22,112,64454,24769.844,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,25,9.6,0
2726,07-11-2017,27,2654.16,0.01,Delivery Truck,Hunter Lopez,Atlantic,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,60,Male,Flagship store,Credit Card,26-08-2016,29,438,96506,16454.35,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,16,8.8,1
2727,07-11-2017,15,1722.65,0.05,Delivery Truck,Hunter Lopez,Atlantic,Furniture,Bookcases,Sauder Camden County Collection Library,60,Male,e-Shop,Debit Card,04-11-2014,29,1099,96506,16454.35,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,16,8.8,1
2728,22-12-2017,14,461.55,0.09,Regular Air,Barry Franz,Atlantic,Furniture,Office Furnishings,"Linden¨ 12"" Wall Clock With Oak Frame",45,Female,e-Shop,Debit Card,16-02-2017,21,309,66716,24113.15,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,24,8.9,0
2729,22-12-2017,9,799.98,0.04,Delivery Truck,Barry Franz,Atlantic,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,45,Female,Off_Store,Credit Card,24-06-2016,21,546,66716,24113.15,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,24,8.9,1
2730,13-02-2017,14,618.84,0.05,Regular Air,Craig Yedwab,Atlantic,Furniture,Office Furnishings,Eldon Econocleat¨ Chair Mats for Low Pile Carpets,46,Female,Flagship store,Credit Card,08-04-2016,24,311,75594,16360.872,Winter,Technology,Yes,Limited-Time Offer Campaign,335.3664671,16,8.8,0
2731,13-02-2017,6,177.67,0.03,Regular Air,Eric Barreto,Atlantic,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',18,Female,Off_Store, E-wallet,16-05-2015,22,639,64454,24769.844,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,25,9.6,1
2732,13-02-2017,2,200.753,0.09,Regular Air,Chuck Sachs,Atlantic,Technology,Telephones and Communication,SC7868i,25,Male,Off_Store,Debit Card,16-11-2014,19,820,81386,25904.601,Summer,Furniture,Yes,Content Marketing Campaign,24.21545054,26,9.5,0
2733,02-07-2014,2,9.37,0.09,Regular Air,Muhammed Lee,Atlantic,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,38,Female,Off_Store, Cash,19-04-2014,30,74,89021,27109.49,Rainy,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,27,9.2,0
2734,02-07-2014,44,2277.03,0.07,Regular Air,Karl Brown,Atlantic,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",75,Female,Flagship store, Cash,31-05-2014,29,32,70323,44992.831,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,45,9.6,1
2735,21-02-2015,24,39.69,0.05,Regular Air,Karl Brown,Atlantic,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,75,Female,Flagship store, Cash,27-04-2014,29,300,70323,44992.831,Rainy,Office Supplies,Yes,Interactive Campaign,434.782767,45,9.6,1
2736,13-11-2015,50,8532.152,0.04,Delivery Truck,Bobby Trafton,Atlantic,Furniture,Tables,Bush Advantage Collection¨ Round Conference Table,18,Female,e-Shop, E-wallet,24-09-2014,34,415,82034,31179.3485,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,31,9.5,0
2737,13-11-2015,29,824.51,0.01,Regular Air,David Flashing,Atlantic,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,46,Male,e-Shop,Debit Card,17-02-2014,27,634,95626,9564.48,Summer,Furniture,No,Interactive Campaign,434.782767,10,8.3,0
2738,13-11-2015,31,3081.471,0.09,Regular Air,Rick Duston,Atlantic,Technology,Telephones and Communication,i1000plus,23,Female,Flagship store, E-wallet,13-02-2015,26,273,95989,30727.311,Summer,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,31,9,1
2739,13-11-2015,1,17.62,0.06,Regular Air,Troy Staebel,Atlantic,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",48,Female,e-Shop, Cash,02-09-2015,21,72,98481,8422.81,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,8,9.2,0
2740,16-04-2017,19,1216.5,0.1,Regular Air,Nora Paige,Atlantic,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,57,Male,TeleShop, Cash,22-06-2015,27,664,68210,17197.7,Rainy,Office Supplies,Yes,Interactive Campaign,434.782767,17,9.4,0
2741,16-04-2017,27,81.9,0.01,Regular Air,Amy Cox,Atlantic,Office Supplies,Pens & Art Supplies,Newell 343,66,Female,TeleShop,Credit Card,28-09-2015,24,566,74144,11448.06,Winter,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,11,9.5,1
2742,25-02-2016,37,498.28,0.01,Regular Air,Harold Dahlen,Atlantic,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",20,Male,TeleShop,Debit Card,13-08-2015,24,196,83983,46556.162,Rainy,Office Supplies,Yes,Cause Marketing Campaign,247.486618,47,9.6,0
2743,04-11-2014,47,191.13,0.07,Regular Air,Bobby Trafton,Atlantic,Office Supplies,Pens & Art Supplies,"Dixon Prang¨ Watercolor Pencils, 10-Color Set with Brush",18,Female,Flagship store,Credit Card,05-04-2014,34,213,82034,31179.3485,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,31,9.5,1
2744,20-06-2015,18,168.95,0.1,Regular Air,Jay Fine,Atlantic,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",63,Female,e-Shop, Cash,25-03-2015,26,87,69613,28113.7805,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,28,9.2,0
2745,20-06-2015,7,1043.12,0.06,Regular Air,Nora Paige,Atlantic,Technology,Office Machines,Canon MP41DH Printing Calculator,57,Male,Off_Store, E-wallet,15-05-2015,27,36,68210,17197.7,Rainy,Office Supplies,Yes,Interactive Campaign,434.782767,17,9.4,1
2746,07-08-2017,49,87.44,0.06,Regular Air,Dan Campbell,Atlantic,Office Supplies,Pens & Art Supplies,Newell 310,33,Male,e-Shop, E-wallet,03-11-2015,26,643,97877,28409.9345,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,28,9.5,0
2747,12-05-2014,50,1318.49,0.02,Regular Air,Dan Campbell,Atlantic,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,33,Male,e-Shop, E-wallet,01-05-2014,26,11,97877,28409.9345,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,28,9.5,1
2748,22-11-2015,32,1666,0.08,Regular Air,George Zrebassa,Atlantic,Office Supplies,Paper,Xerox 1888,23,Male,e-Shop, Cash,12-02-2015,28,283,89401,16325.09,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,16,9.1,0
2749,04-12-2015,43,945.9,0.08,Regular Air,Rick Duston,Atlantic,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilusª Battery Pencil Sharpener,23,Female,TeleShop,Debit Card,20-11-2015,26,14,95989,30727.311,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,31,9,1
2750,08-06-2014,42,71.32,0.08,Regular Air,Eleni McCrary,Atlantic,Office Supplies,Pens & Art Supplies,"Crayola Anti Dust Chalk, 12/Pack",41,Female,e-Shop, Cash,22-04-2014,27,47,70961,30519.14,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,31,8.8,0
2751,08-08-2014,33,750.86,0,Regular Air,Frank Atkinson,Atlantic,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLock¨,59,Female,e-Shop, Cash,13-06-2014,28,56,70023,16155.5745,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,16,8.9,1
2752,26-05-2014,14,215.31,0.09,Regular Air,Astrea Jones,Atlantic,Office Supplies,Binders and Binder Accessories,Recycled Premium Regency Composition Covers,72,Female,e-Shop, E-wallet,17-01-2014,16,129,87949,7290.117,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,7,9.2,0
2753,17-04-2015,14,157.33,0.1,Regular Air,Giulietta Dortch,Atlantic,Office Supplies,Storage & Organization,"SimpliFileª Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",37,Male,Off_Store,Credit Card,09-01-2014,27,463,60611,58679.845,Rainy,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,59,9.6,0
2754,17-04-2015,20,125.84,0.1,Regular Air,Cathy Hwang,Atlantic,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Ó x 11Ó",75,Male,TeleShop,Debit Card,10-07-2014,24,281,70918,4312.0335,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,4,7.5,0
2755,17-04-2015,11,114.55,0.05,Regular Air,Damala Kotsonis,Atlantic,Office Supplies,Paper,Riverleaf Stik-Withit¨ Designer Note Cubes¨,19,Female,TeleShop, Cash,21-02-2014,27,420,90390,22970.254,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,23,9.2,0
2756,17-04-2015,14,1386.65,0.09,Delivery Truck,David Flashing,Atlantic,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",46,Male,e-Shop,Debit Card,27-02-2015,27,49,95626,9564.48,Spring,Furniture,No,Content Marketing Campaign,24.21545054,10,8.3,1
2757,17-04-2015,35,136.72,0.09,Regular Air,Dianna Arnett,Atlantic,Office Supplies,Pens & Art Supplies,Newell 325,34,Female,e-Shop, E-wallet,28-02-2014,34,413,73689,14132.7895,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,14,8.3,0
2758,11-06-2016,1,29.65,0.05,Express Air,Fred McMath,Atlantic,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,39,Female,e-Shop, Cash,04-01-2015,30,524,98825,25607.338,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,26,9.4,0
2759,11-03-2016,6,62.03,0.09,Regular Air,Christy Brittain,Atlantic,Furniture,Office Furnishings,DAX Solid Wood Frames,70,Female,TeleShop,Debit Card,20-09-2015,24,173,68842,29061.8675,Summer,Office Supplies,Yes,Cause Marketing Campaign,247.486618,29,9.6,0
2760,11-03-2016,7,57.03,0,Regular Air,Tom Prescott,Atlantic,Technology,Computer Peripherals,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",46,Male,Flagship store,Debit Card,24-07-2014,23,596,90988,8761.64,Summer,Office Supplies,Yes,Interactive Campaign,434.782767,9,9.2,0
2761,26-05-2014,46,611.16,0.04,Regular Air,Yana Sorensen,Atlantic,Office Supplies,Binders and Binder Accessories,GBC Binding covers,57,Female,Flagship store, E-wallet,09-03-2014,26,78,82675,1987.16,Rainy,Office Supplies,Yes,Partnership Campaign,42.64504226,2,8.3,0
2762,12-10-2017,26,1462.1615,0.03,Regular Air,Harold Dahlen,Atlantic,Technology,Telephones and Communication,i1000,20,Male,Off_Store, E-wallet,22-09-2017,24,20,83983,46556.162,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,47,9.6,1
2763,12-10-2017,45,130.25,0.05,Regular Air,Brad Thomas,Atlantic,Office Supplies,Rubber Bands,Staples Gold Paper Clips,29,Male,Off_Store, E-wallet,27-02-2015,25,958,95336,36909.514,Summer,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,37,9.7,0
2764,22-06-2017,30,453.87,0.08,Regular Air,Cynthia Voltz,Atlantic,Technology,Computer Peripherals,Logitech Access Keyboard,50,Female,e-Shop, Cash,14-06-2016,33,373,75725,6031.788,Winter,Technology,Yes,Loyalty Program Campaign,562.9303721,6,8.3,0
2765,22-06-2017,33,310.99,0.07,Regular Air,Dean Percer,Atlantic,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",69,Female,Off_Store, Cash,05-01-2017,29,168,92253,34987.7715,Summer,Office Supplies,Yes,Cause Marketing Campaign,247.486618,35,9.1,0
2766,22-06-2017,26,1514.9635,0.02,Regular Air,Ben Peterman,Atlantic,Technology,Telephones and Communication,T193,47,Female,Off_Store,Debit Card,01-10-2015,24,630,85268,14044.8845,Spring,Technology,Yes,Loyalty Program Campaign,562.9303721,14,8.6,0
2767,15-01-2017,7,19.36,0.04,Express Air,Astrea Jones,Atlantic,Office Supplies,Rubber Bands,"Brites Rubber Bands, 1 1/2 oz. Box",72,Female,e-Shop, E-wallet,24-04-2014,16,997,87949,7290.117,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,7,9.2,1
2768,15-01-2017,21,155.73,0.03,Express Air,Tracy Poddar,Atlantic,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",44,Male,Off_Store, E-wallet,14-07-2014,20,916,90630,9212.674,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,9,9.2,0
2769,02-04-2015,42,793.04,0.1,Regular Air,Michael Paige,Atlantic,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,31,Female,e-Shop, E-wallet,10-01-2014,29,447,62599,9111.51,Summer,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,9,8.3,0
2770,02-04-2015,36,4115.74,0.1,Regular Air,Barry Franz,Atlantic,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,45,Female,Flagship store,Credit Card,29-05-2014,21,308,66716,24113.15,Rainy,Office Supplies,Yes,Cause Marketing Campaign,247.486618,24,8.9,1
2771,02-04-2015,26,596.156,0.1,Express Air,Corey Roper,Atlantic,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,20,Male,TeleShop,Debit Card,06-09-2014,27,208,82535,4069.636,Winter,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,4,6.7,0
2772,03-09-2016,18,47.4,0.03,Regular Air,Maureen Gastineau,Atlantic,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTankª Erasable Pocket Highlighter, Chisel Tip, Yellow",38,Male,e-Shop,Credit Card,01-08-2016,24,33,83258,29885.51,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,30,9.3,0
2773,10-12-2017,31,934.87,0.09,Regular Air,Muhammed Yedwab,Atlantic,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,54,Female,Off_Store, Cash,11-01-2017,23,333,86363,62544.0205,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,63,9.5,0
2774,22-11-2016,46,161.28,0.01,Regular Air,Alex Grayson,Atlantic,Office Supplies,Rubber Bands,OIC Bulk Pack Metal Binder Clips,63,Female,e-Shop,Debit Card,04-08-2016,33,110,83410,25658.761,Summer,Office Supplies,Yes,Partnership Campaign,42.64504226,26,9.3,0
2775,11-11-2017,29,12098.87,0.04,Delivery Truck,Muhammed Yedwab,Atlantic,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,54,Female,e-Shop,Debit Card,06-11-2017,23,5,86363,62544.0205,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,63,9.5,1
